Component1,Component2
-0.018754949695426997,0.009046522797413557
0.013762644384568387,-0.008795632029999594
-0.0031843735752453165,0.00464080519536726
-0.0074500660724005335,-0.010113985730706316
-0.012145183561515931,0.003297885042636389
0.006106903529877821,-0.011948722304172864
-0.003908828842469924,-0.0031821500035371106
-0.00044549317488494353,-0.026596003622998802
-0.01737664347960956,0.02319622399974068
0.004249938490559824,-0.006939591645869764
0.006558776974797663,0.01031530121746247
0.0363826465969562,0.004308502438219957
-0.02246758641153742,-0.0124136512840193
0.013062144333012901,-0.010481450515207007
0.01286912766375111,-0.010173158414749004
0.004689222013203039,-0.005597962898468488
-0.01686632154698166,0.012987665980528472
0.01826987244624787,0.008220193564810335
0.024593423089544028,0.007002070334591753
0.0018346511300683967,0.016572901595847147
0.014825343376838836,-0.004206668739331677
-0.024933563431843934,-0.003963054048135374
0.004226449175207823,-0.006943009214541636
0.017286872157449583,0.007683812099949209
-0.0012224087827118623,-0.010765497099599486
0.004048885735900729,-0.006487309044214722
-0.016524295236699894,0.010581000573726932
-0.0038584899266354113,-0.0033723094358173123
-0.029194342846682358,-0.016352828152156634
-0.006692776182193965,-0.014938384396746607
-0.0013997550258496962,-0.028979904152603826
0.013998733442845,-0.03713383910817315
0.03093260830267511,0.002512515990603289
-0.017889607103943182,-0.01692428996333947
-0.01578305019767965,0.03678824316895518
-0.0023764418673787395,0.014706166302216885
-0.01147636994689948,0.03278169628553872
0.015692694096376174,0.013105077723187841
0.00419230228151957,-0.006836664871710823
0.013026532298246418,-0.035383767466226436
-0.004448743141953531,-0.024244535024477955
0.014754757463591449,0.00042931429912765453
0.015447939558914967,0.018878878020619688
0.0065503491072728594,0.010642505611036256
-0.026213261804065507,0.0017729342032926038
0.009416385011077166,-0.011273029219294312
0.017904786571748564,-0.019238742365805424
-0.03281971332648641,-0.016166182591894052
0.0022589216590315213,0.0038525610613409666
0.006246314647624949,0.0035752738672299856
0.006577291549274915,0.010295635829170816
0.011711598649965732,0.020823588771313836
-0.027035086987098254,0.006692847130338247
-0.019316471850646617,0.007250411597099379
-0.005492875753539645,-0.007394964418900086
-0.010065575408025931,-0.007539141267785583
-0.019111792031191597,0.003955293779969064
0.009788508160996977,-0.030865653249584412
-0.03586150700165405,-0.00022247782720127317
-0.016606897053307024,0.012639481586352422
0.007777966890673873,-0.012077787731651848
-0.003258432256714434,0.02083277174555291
0.006941480596775274,0.01896959674490753
0.02784677137263694,0.0020196336665367844
0.001861587245686541,0.016844581192729028
-0.019372610768493916,0.007263909450368297
0.020469811965420952,-0.0028014187536673017
0.01902053779593147,-0.014155622849289251
-0.012064218565476768,0.003368115517913134
-0.003665971205957507,0.002891983549115389
-0.02771447515975445,0.007916430118040246
0.019792001902792185,-0.023706711735657016
0.0206415378696721,-0.021477412323607604
-0.015677234010835643,0.010854625024425576
-0.031404756554190824,0.0018685283691135181
-0.018662395264677396,0.006949534098184338
0.0018325993623479898,0.016626291195710158
-0.01816360966221093,0.03135970248654041
0.0060968008573278835,-0.016041847135929703
0.014330755690030271,-0.040279892315990676
0.027297549549933967,0.0020069338759394952
-0.02377044513976251,-0.005374466614741116
-0.013566980884214267,-0.011471130939562662
0.011558268411639592,0.020908515192258215
0.003999190912229944,-0.006393148335122283
0.022714081805535743,-0.005217880948709288
-0.0028888242388205353,0.002106211218599314
-0.02348092969749754,-0.004996836010757715
-0.00022933774496717088,-0.02228600426170375
-0.009576635350664628,0.00449305995628449
-0.018886052800448756,0.007110076075981701
-0.0015589700711864808,0.001986070692129113
0.0019471744753183234,0.01664284177884659
-0.002483206550460071,-0.0026948587187137062
-0.028872303186934553,-0.015933846705650977
0.0041288223427728135,-0.006656112865751433
0.006360682414053388,0.010471229481191443
-0.001466112081007269,0.00037535233106771764
0.004221670264145185,-0.006828263221786684
0.0018946631923278758,0.017101583115317176
-0.009372166089947518,-0.005321634244300277
0.011869584508410011,0.02146686889429492
-0.012530178924874232,0.003805245674301073
0.01012729275137985,-0.03160557284522058
0.012926898482168797,-0.010285139272763281
0.0225610051022755,-0.005107790544722948
-0.01840624666307818,0.03186777267703579
-0.03211124452294495,-0.015071504525437854
-0.02722793195753659,-0.004571050208172635
0.006958140790696959,0.019051911066442117
-0.018404509452162886,0.03191777441643331
0.006618800606269656,0.010826883655179888
-0.026410127922415642,0.0016181822101851758
-0.009434189068464346,0.004885031642269868
-0.01871142945942183,0.007053547016524782
0.01700082835273769,0.011313710076320323
0.0024857263137908633,0.002148939942925445
-0.02429670826179627,-0.0031969360006219006
0.011546325147369444,0.02089855419588921
0.037462750965809734,0.008414018518029167
0.011377911858179424,-0.004110814439754774
-0.02448751181399861,-0.003742411553255731
0.0020213878746400266,-0.008347331203905151
0.0026045652426817775,0.0009281231802574339
-0.0011563227647634039,0.0034296904088970026
-0.02645115043649969,0.001514103643717906
0.007489267132751438,-0.013822633178509375
-0.018978035342931115,0.00737110451834414
-0.0328395544081326,-0.013351464983838929
0.004266752652750423,-0.006947264516779713
0.004976485567762375,-0.0031181885362274258
-0.017165118813703677,0.01079845868952979
0.01905306115339171,-0.014284144321084546
0.014923150060853055,-0.00482853399998209
0.007817046667345711,-0.01223364555029255
-0.0187263994502015,0.0070792564540771655
0.0020156870014537745,0.016358241386953815
0.003527271110625172,0.023926545845543226
0.00936348146632012,0.008175443164372706
0.09369145937807828,-0.08092987116599631
-0.014024563176914431,-0.003802776846038043
0.003639137505150339,0.006833337945129121
0.01674132042803291,0.007463885607152799
0.0018455686510558539,0.016749744524317736
0.024718119631431567,-0.008268435901762598
-0.002366286315886058,-0.013197846260541608
0.02649849216438853,-0.004002312289941278
-0.018723103977560718,0.007041730395073477
-0.022209725653941647,-0.012103233570340445
-0.010296644670670261,0.030640331602983812
-0.01880052636548127,0.006970878307141701
-0.012575652889596162,0.017539996902634764
0.004182246165827817,-0.006794770306732662
0.012846869626435128,-0.010097383181100943
0.002651864551536602,-0.025021571702362494
0.019237304165428237,-0.0048073180424109685
-0.010564458130162557,-0.0113928731495184
-0.01844464229994134,0.009165034639894709
0.00605019782976279,-0.008586868829255736
-0.025028290100819753,-0.007303778979713985
-0.016570902898763635,-0.015749750010439385
0.0024263594388456928,0.0012981013130785534
-0.013015458378578874,0.029336640978548566
-0.022500997079238506,-0.003339605506021105
-0.00827543345077613,-0.014340356170672915
0.0041192318716543035,-0.006698536572358425
0.0014851991004005522,-0.0003864754371753417
0.01740333717530527,-0.02064936484957483
0.0020165262091457795,0.01662658410296589
-0.016866450375042755,0.03999084654995036
-0.003952555597476331,-0.0028716836341996462
0.0018663912549023653,0.01635957334668388
0.007891470703940058,-0.012413331681590365
0.0024501216765854244,0.0016210592549320395
-0.01917169370864213,0.016980329661372705
-0.0289623459340314,-0.015795330231015058
-0.024056195192325706,-0.004037289851889099
0.011558839476896876,0.02085289431920824
-0.023027777332572687,0.006389991785264543
-0.006637211883145751,-0.014726450551275054
-0.018588406255216322,-0.020491861173266186
-0.008275185256186679,-0.014024989634431738
-0.01362644818572687,-0.011523601629250878
0.006047546795636433,0.0013921574074938182
-0.025222298261768545,-0.004059383705773474
-0.005472546385020433,-0.00708937491537046
-0.024946648699015157,-0.003994837541515155
-0.007336713868779959,0.01700412916698698
-0.01808164610157126,0.03113214274316287
0.013314321085483949,-0.009416862324112048
0.0074752294689500514,-0.013827690640661496
-0.007352602096200264,0.002227470236137088
-0.004686338229781617,0.02016793867900273
0.0009247024605797678,-0.005640091258349571
-0.004950605945133556,-0.0232538983213978
-0.007609752462602938,0.015479836116221876
-0.012567988230092034,0.0035584275290759582
0.00759013500103307,0.020434588275448792
0.007668007956712182,-0.012035131942385847
-0.02797846252706845,0.007637609609267968
0.04183301636827402,0.010750452021379147
-0.002022362777222649,0.014324292493757702
-0.012333190454884515,0.003700150545188598
0.02295223563712227,-0.005422304087149351
-0.002955274543830016,-0.013282322413384248
0.002610915754571719,0.02191539998880236
0.007461285755778775,-0.0137472611019368
0.004206912439702696,-0.006774690381744163
0.00191881004590273,0.016389082398092288
0.030444201308042772,-0.0014149172956117824
0.01958366283892034,-0.014937668100268644
0.01622869750526779,-0.017926358198982306
0.02289086374584066,-0.013668351981281482
0.004152995462219894,-0.006764597764689569
0.01131662062771071,-0.032549747989385536
-0.029200117112182324,-0.010557958022809833
-0.018677079803144495,0.03246922860667767
-0.012266826739347926,-0.012627036734548729
0.010258742626839708,-0.0025855948268257004
-0.02908204575253661,-0.01635277224743617
-0.015057581851819542,0.0002664821011092565
-0.0001042353643395594,-0.002547569567274796
0.01794145638473062,-0.028359763000764635
0.01778472013038474,-0.01909616504236434
-0.02301178747534149,0.014502555608656867
-0.019311710948930024,0.007392968995206577
0.004264089898463322,-0.006991362773209844
-0.01873304921816062,0.007080613587757122
-0.007465159211471939,-0.014588510466082482
-0.006671762940457602,-0.014472323823654988
0.016369226823404363,-0.009936947781756947
-0.007399244075659535,0.017168740643442624
-0.03781885742479315,-0.010308049574228472
-0.003923473391272191,-0.0032089395750552166
-0.016838596046642035,-0.007585668208120919
0.0040092946782866535,-0.006435321340101097
-0.004517456258781109,0.008104942701139792
0.013988728907915304,-0.00909383347839891
-0.008267384130270424,0.014829748686844847
-0.003153283417861344,0.0006406131047457125
-0.01873288892573395,0.007024098819033523
0.009650839192464173,0.02784344921113213
-0.026307805979370064,0.0016524725498281848
0.013160912823149608,0.0004628476050288438
0.004240118684058488,-0.006892126891348769
-0.0037034250085801823,-0.02102332748193198
0.00721400853583509,0.017935693886801322
-0.012297330736990165,0.02951019360278671
-0.02902897954732447,-0.016502791715723174
0.00363753780883044,-0.028920569510885726
-0.0032279391847483724,0.0008870714771477348
-0.005310324488701892,0.02279570573063952
-0.002489813099827932,-0.027850949126042187
-0.006645931225809907,-0.015401537842844523
-0.0070100640678411735,0.017714512587964425
0.008727823046465718,0.02604641757270641
0.001964723943223363,0.016785198788861512
-8.64993238563917e-05,-0.012740151598299727
-0.03795310071274765,-0.008619100749642502
0.0074168224088802205,-0.007021160249380153
-0.01926883700003865,0.007526699339729565
-0.02254066408097564,0.00719948290167751
0.010084087883929069,-0.015309826799426293
0.008858625250925076,-0.014626963108461394
-0.024488896470574797,-0.0024405753965088973
-0.013220477481779565,-0.001608472696802627
-0.008833830613743912,0.019250397252389504
0.008171956021091421,-0.004084876978000964
0.005782228681008582,-0.002680245820075838
0.024322350784941424,0.008028183300672821
-0.02880668123617218,-0.01564013153833278
0.0041565655803721124,-0.0067004388129921245
-0.012103215342871393,0.0034818670502173715
-0.014887793313801467,0.0016901485497752599
0.007607091891970996,-0.011861444048892016
-0.018510343539791228,-0.00912679560596312
-0.03115442281393134,-0.01427680060249061
-0.01621105089056108,0.01470555147418157
0.007754073650732601,-0.012189504924999966
0.006486069085856897,0.010420789454903271
0.002146528799403047,-0.0003131614946734185
0.016203352294257182,-0.020455384357288362
0.013801117703770833,-0.008866381199540812
0.014675660641142754,-0.004581518222743388
0.0025825396046710914,0.0009868266820500038
-0.018787973885398226,0.006998730732856559
-0.033623269693114355,-0.004044220380380416
-0.033490918928962235,-0.010575483903261382
0.018127341166699264,0.008316500124431336
0.0041664548682803166,-0.0067813156877650285
0.02234766702079009,-0.004910884061245967
0.0061389530711555874,-0.001367983181097538
-0.0023468181726805253,0.014652319791507967
0.014888879370179558,-0.021276863911920508
-0.0024334125285622485,0.012246878381161817
-0.03610810382450163,-0.00872091591532576
-0.024852324422036016,-0.0042882131093810675
-0.025398114038417817,0.005386782611779828
0.006911114533353281,-0.02298312306632221
0.008142116543897519,-0.0011107600878396246
0.020197015571946253,-0.011739687936281483
0.001932373132209813,0.016812078084127085
0.011068617616547996,-0.0016848405909198466
0.006329692243941842,-0.01988911421446229
-0.003423372837490716,-0.007854829136457546
0.0042683047663683365,-0.0069865802140482046
-0.0189261574540532,0.006600874514193984
0.0026062700534386436,0.02144542910389828
0.02674331229492594,-0.00427868348578298
0.010910219934152612,0.021291807265150668
0.006180940625358519,0.010509011743195466
0.006659925296089936,-0.004094004580416174
-0.02490004063094791,-0.003850298305689525
-0.029153046264716573,-0.010769467542811547
-0.024061649369943382,0.009242760332730507
-0.009463203405113791,0.0050311711457263235
0.007663078235291933,-0.011861085233541156
-0.006729005871347195,0.022451264075033756
0.0077803990126817935,-0.012249726825733897
0.02023641799814047,0.010096821422024926
-0.012279040035748793,0.003381294839462681
0.021663441836379936,-0.00021722545144087736
0.01748596878872502,-0.02075685877407954
-0.01650370724244338,-0.005504215389247532
0.004193040272898048,-0.006840214663869408
-0.002901435854235674,0.003955220078843024
0.012532218176925434,-0.017795952581105154
0.007821887263219914,-0.012299419203370604
-0.006457631192035439,-0.012238067332765232
0.00786260728888773,-0.012422418962063173
0.01110507901913522,0.01060949671781924
0.006015068464420972,-0.011629042365538174
0.006252507252393313,0.010701360741223666
0.02160507771495062,0.019296044424380075
0.0019621656706305256,0.01645354042193288
0.00790301001382375,-0.012503859719679286
-0.01209323734652897,-0.018113635631204023
-0.0023497190022594306,0.014815383741085618
-0.022698471213821,0.007605161284628839
-0.0188318115641316,0.007178945770298907
0.0006430751663446376,0.01109577025820345
-0.012059727515094066,0.0031523480959431975
0.0018967107650736121,0.01704767969286795
-0.024423400065144377,-0.003190115017930924
-0.029784163822038568,-0.016069279676258135
0.002567986252301721,0.02170039302437028
-0.0016937766762267965,0.006858550755272703
0.011555795100531485,0.011719960699407775
0.03159495977998813,0.017152626794185683
0.01166871265995157,0.020868935153408544
0.002532137780225796,-0.00656946285934803
0.0024728032117433654,0.0011961699139943639
0.004256779758891853,-0.006958567642346496
-0.001154715738371754,0.0072771827684872835
-0.006541006121965182,0.002174296490193999
0.02040539316191589,-0.002505924218558274
-0.029055459586704822,-0.016358160013695174
0.01747661954344153,-0.02076090737771635
-0.0023239978615793746,0.014736089885380997
-0.018809863148463408,0.0074249030121594966
-0.02113020900292396,0.015949727323703776
-0.019393316042504584,0.007507347448712537
0.0019091473511141373,0.017346679334557046
0.010982428226021064,0.0012596762821567348
0.001698454836463107,-0.00421590111117906
-0.02623875573411386,0.0017147536839873798
0.011886270694028273,0.020888459322294495
-0.006630953464320216,-0.015454421423384653
-0.01232830984409663,0.0032970511455513458
0.00949827791703032,0.02276009278533049
0.006963100676997022,0.018571840581916757
0.01715318526825814,-0.008729007253054992
0.00779061426653554,-0.012181268274077721
-0.009510629966538488,0.004246327646695993
0.006016062206447751,-0.01167498706270585
-0.01811729448325562,0.03115832728583917
-0.019319595316516953,0.007330502127483226
0.01834756431511578,0.008253207656201932
-0.009220014150448362,-0.021346980286541088
0.0065001779964544764,0.010440800361500862
0.006491093719169871,0.010363208035713955
-0.008114402217907582,0.0005133306093455336
-0.026980230039307503,0.006887664391936616
0.007595338382543779,-0.011802706041589598
0.011701572979271841,0.021073530116397662
-0.014462694598704797,0.03490647089025479
-0.02321538342737332,0.0006392326876265589
0.00390662905236592,-0.005465282341091589
0.018006067006410637,-0.01946421060849648
0.01624280486471151,0.007757956360221443
-0.031035634466926375,0.0015147671938071944
-0.010205953225701031,0.030346044522735878
0.010703634692480575,-0.03174842407816897
-0.002088939237034168,0.014973147602055328
0.0025247161835880035,0.02175512454626037
0.004123757761652497,-0.006695516958894271
-0.01484592854542622,0.015449128687743502
-0.03234357883616163,-0.016133413566923646
-0.009456655086633849,0.005178736694427804
0.030829724662684226,0.0025879644754767004
0.011554976659612994,0.020964895704059693
-0.001409202689748169,-0.009643596628919133
-0.0002717880183305602,-0.0020943032138172543
-0.026507342004569473,0.0017096791675105265
0.018696154409872833,-0.0060934457122463525
-0.01228907915877156,0.029486471703010223
0.0279608180609762,0.007226798670286679
0.006525025806299098,0.01043166701767227
0.002006417656771268,0.016362404828358816
0.0041736034744237205,-0.006732895952504399
0.003678714770242605,0.006661995209008932
-0.005371373771672162,-0.025255857234915566
-0.020789540652226532,-0.016878782859518552
-0.0038708510183042273,-0.0033827206761432894
0.007639394163740719,-0.011962476727328792
0.011843989513163542,0.020758184360095747
0.014207716938547008,-0.009332881195336838
0.00466128859694099,-0.00541538776874919
0.013127403129429923,-0.010582756768326372
0.023141781852953052,-0.013866912692822125
0.02074821386016325,-0.02159081843106765
0.00047459339551107104,-0.014331028221473883
0.006537104511041271,0.010301723006637432
0.006304277372015921,-0.009151778553613195
0.020377079431493736,-0.028994733562321375
-0.020934231604351126,0.007061615627333028
-0.006647965726146162,-0.014817910969902077
0.011497398893666582,0.02109647644887597
-0.01838513132228908,0.010343498434245584
0.007543981040301653,0.0002147250193412965
0.007633861966886588,-0.011902968811845882
-0.018700719467089552,0.007316646271014233
0.0075730529590433285,0.01792718630513135
-0.012311775641385659,-0.022511005283379636
0.013891734965824711,0.0036866979560425174
0.03063845648665058,0.015366998859965595
0.004158516629025305,-0.0066916122029660055
-0.022965044956298152,-0.0027370394773785275
-0.022383720096393285,-0.011743128060933188
-0.017746916895198712,0.0357113187156228
0.008465762880199141,0.015135083074602906
0.016913673423205156,0.007130463071790945
0.031032133587388298,0.0025474983931683785
-0.02643479752376069,-0.0030398358209860043
-0.006631228691837351,-0.014990234689114923
0.004632222468933646,-0.019776055413960124
0.004516168989468556,-0.003438026116068759
-0.03194880433523213,-0.014969764147881821
-0.010233977241208687,0.030372380050164988
0.012003775051862803,-0.021412394279666153
-0.013994971228355897,0.02164968510915048
0.033885667030553616,-0.003907386857528825
0.006270162999435271,0.015075488530308365
0.01787380860960478,0.008608353270462525
-0.012404509865855586,0.0032361516114449355
0.020291901511647212,-0.0026389652926645264
0.009600973273015288,-0.011483442708103173
0.011643510681404753,0.02108829686715234
0.004153922422683315,-0.021566133087382658
-0.009598932278807096,0.004463746766784208
-0.029160775882539,-0.016388573419639743
0.0025158518842276966,0.021609902489477553
-0.003929428875750549,-0.003083896228042547
0.02355138489569785,-0.014346811288756738
0.0019620154530352266,0.016299702967387197
0.004131315489600008,-0.0066429463087699404
0.01615874244026887,-0.009932366138963727
-0.0021458137053715727,0.0007002478612145466
-0.031193918313123084,-0.013884595559732581
-0.0005412908749916693,-0.02601351061162157
0.00469601941041431,-0.005539329233447694
-0.036011412290270536,-0.008880167627390223
-0.012285676252589766,0.0036719446807922103
0.00551989957337819,-0.02026687704718046
0.022409730225125105,-0.0050131752335857245
-0.043301722135802204,-0.011520262739791495
